property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft
Flat,5136000,Northern Bypass,25.07576,67.105412,4,3,2019-06-05,1932.975
House,6642000,Northern Bypass,25.07576,67.105412,3,3,2019-05-06,1361.25
House,9205000,Northern Bypass,25.07576,67.105412,4,3,2019-05-06,2994.75
House,12500000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,2994.75
House,145000000,DHA Defence,24.805045,67.064323,6,6,2019-04-17,7078.5
House,16500000,Gulistan-e-Jauhar,24.916185,67.135196,4,4,2019-06-27,1306.8
House,90000000,DHA Defence,24.805045,67.064323,6,5,2019-06-05,5445.0
Flat,2120000,Gadap Town,25.017951,67.136393,1,2,2019-07-04,2205.225
House,6642000,Northern Bypass,25.07576,67.105412,3,3,2019-05-06,1361.25
House,150000000,DHA Defence,24.810265,67.043552,3,2,2019-07-04,8712.0
Lower Portion,15000000,Baloch Colony,24.88269912,67.06123352,2,2,2019-07-04,2178.0
Flat,8500000,Federal B Area,24.93867,67.087147,3,3,2019-07-18,1633.5
Flat,12000000,DHA Defence,24.779955,67.055179,3,3,2019-05-06,1279.575
House,70000000,Bath Island,24.835661,67.028604,4,4,2019-06-28,2722.5
House,78000000,Clifton,24.832545,67.035949,5,5,2019-07-04,4165.425
House,10000000,Bahria Town Karachi,25.006938,67.308037,3,3,2019-07-18,1633.5
Flat,7500000,DHA Defence,24.80876272,67.03809746,3,3,2019-07-18,1143.45
House,12000000,Gadap Town,25.004868,67.041096,3,3,2019-07-18,2613.6
House,9900000,North Nazimabad,24.941744,67.053638,6,6,2019-07-04,980.1
House,20000000,Scheme 33,24.954818,67.11663,3,3,2019-07-04,2178.0
House,32500000,DHA Defence,24.819653,67.077749,5,4,2019-07-18,1089.0
Flat,4000000,North Karachi,24.972287,67.066298,2,3,2019-07-18,871.2
House,45000000,Gulshan-e-Iqbal Town,24.908308,67.07207,7,7,2019-06-14,2178.0
House,13500000,Manzoor Colony,24.850265,67.085216,6,6,2019-07-18,1306.8
Flat,4000000,Aisha Manzil,24.927498,67.06416,2,2,2019-07-18,707.85
House,4000000,Gadap Town,25.008773,67.071319,3,3,2019-07-18,925.65
House,14000000,North Karachi,24.959785,67.07019,6,6,2019-07-18,1361.25
House,9800000,Anda Mor Road,24.964946,67.056945,3,2,2019-07-18,1306.8
Lower Portion,8500000,Cantt,24.821172,67.039404,2,3,2019-07-18,1306.8
House,40000000,North Nazimabad,24.955324,67.051063,6,6,2019-07-18,4356.0
Upper Portion,6000000,Gulshan-e-Iqbal Town,24.90708612,67.07043484,3,3,2019-07-18,1851.3
Penthouse,11800000,Delhi Colony,24.831727,67.043931,3,3,2019-07-18,2178.0
House,3500000,Gadap Town,25.037472,67.07222,3,3,2019-07-18,1306.8
House,38500000,North Nazimabad,24.92620994,67.02739544,3,3,2019-07-18,4356.0
House,35000000,North Nazimabad,24.936063,67.036128,6,6,2019-07-18,2178.0
House,12000000,Airport,24.90239716,67.1598053,4,6,2019-07-18,1306.8
Flat,6850000,Gadap Town,25.015331,67.126094,3,3,2019-07-18,1687.95
Flat,9500000,Jamshed Road,24.88473905,67.04308335,2,2,2019-07-18,1524.6
Flat,5200000,Gulshan-e-Iqbal Town,24.908308,67.07207,3,3,2019-07-18,1442.925
House,6000000,Gadap Town,25.016433,67.060102,3,7,2019-07-18,1388.475
Flat,9200000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-07-18,1932.975
Flat,7500000,Gulshan-e-Iqbal Town,24.908308,67.07207,3,3,2019-07-18,1470.15
Flat,6000000,North Nazimabad,24.961242,67.056011,2,2,2019-07-18,1089.0
House,40000000,Gadap Town,25.029909,67.137192,3,3,2019-07-18,5445.0
Flat,4000000,Gizri,24.821094,67.043195,2,3,2019-07-04,1932.975
Flat,10000000,Gulistan-e-Jauhar,24.912026,67.130733,3,3,2019-07-18,1633.5
Flat,2100000,Gulshan-e-Iqbal Town,24.907509,67.070374,1,2,2019-07-18,544.5
Flat,3800000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-07-18,1143.45
Flat,6000000,North Nazimabad,24.933144,67.033167,3,3,2019-07-18,1579.05
Flat,2700000,Anda Mor Road,24.964946,67.056945,2,2,2019-07-18,980.1
Lower Portion,2000000,Federal B Area,24.929408,67.08071,1,2,2019-07-18,490.05
Flat,30000000,Cantt,24.899769,67.120412,3,3,2019-07-18,2722.5
Upper Portion,6500000,Federal B Area,24.918394,67.066677,2,2,2019-07-04,1633.5
Flat,26000000,Clifton,24.813927,67.01261,3,3,2019-07-18,2232.45
House,10000000,Liaquatabad,24.903253,67.052279,1,3,2019-07-18,980.1
Flat,8500000,Gizri,24.82792,67.04746,2,2,2019-07-18,1524.6
Flat,7000000,Gulshan-e-Iqbal Town,24.920535,67.08312,3,3,2019-07-18,1442.925
Flat,3763000,Fazaia Housing Scheme,25.07588167,67.10603714,2,2,2019-05-06,1415.7
Flat,2700000,Delhi Colony,24.831727,67.043931,2,3,2019-07-18,871.2
Flat,12500000,Jinnah Avenue,24.901059,67.180904,3,3,2019-07-18,2259.675
House,140000000,DHA Defence,24.810265,67.043552,7,7,2019-05-06,10890.0
House,23000000,Gulistan-e-Jauhar,24.913042,67.13823,3,3,2019-06-14,2178.0
House,87000000,DHA Defence,24.810265,67.043552,6,5,2019-07-18,5445.0
Lower Portion,4600000,Federal B Area,24.92863,67.064466,4,4,2019-07-18,1306.8
House,60000000,Federal B Area,24.936802,67.070754,8,8,2019-07-18,5445.0
Flat,9300000,Gulistan-e-Jauhar,24.916185,67.135196,4,4,2019-07-18,2423.025
Flat,6500000,Gulistan-e-Jauhar,24.93591,67.152597,3,3,2019-07-18,1633.5
Flat,4800000,North Karachi,24.979141,67.056725,2,4,2019-07-18,1089.0
Flat,6000000,Federal B Area,24.929408,67.08071,2,3,2019-07-18,1225.125
Flat,2500000,Saddar Town,24.85155,67.001064,2,2,2019-07-18,789.525
House,8000000,Malir,24.9052,67.187483,5,8,2019-07-18,871.2
Flat,3520000,Gadap Town,25.01564195,67.06209987,2,2,2019-07-18,980.1
Flat,5200000,DHA Defence,24.805045,67.064323,3,3,2019-02-16,544.5
House,10000000,Federal B Area,24.929992,67.054489,3,6,2019-07-18,1306.8
Flat,5000000,Gulshan-e-Iqbal Town,24.908308,67.07207,3,3,2019-07-18,1932.975
House,21500000,Bahria Town Karachi,25.005301,67.30881,4,4,2019-07-18,2178.0
House,7500000,Shah Faisal Town,24.880071,67.162514,3,3,2019-07-18,1742.4
House,17000000,Scheme 33,24.968102,67.170217,4,4,2019-07-18,2613.6
Flat,7900000,Gadap Town,25.017951,67.136393,3,3,2019-07-18,2150.775
House,12000000,North Karachi,24.959785,67.07019,4,5,2019-07-18,1306.8
House,20000000,Shah Faisal Town,24.88015637,67.13996977,3,5,2019-07-18,871.2
Flat,9000000,DHA Defence,24.805045,67.064323,2,2,2019-07-18,1279.575
Flat,2660000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-18,1143.45
House,22000000,Gulshan-e-Iqbal Town,24.912128,67.099257,6,6,2019-07-18,1742.4
House,7500000,North Karachi,24.972287,67.066298,5,5,2019-07-18,871.2
House,11500000,Scheme 33,24.998505,67.130242,7,4,2019-07-18,1306.8
Flat,9500000,Jamshed Town,24.871447,67.058573,2,2,2019-07-18,1334.025
House,6500000,North Karachi,24.997852,67.05681,5,8,2019-07-18,816.75
Flat,16000000,DHA Defence,24.791955,67.065082,2,2,2019-07-03,1089.0
Flat,6700000,Tariq Road,24.871155,67.059571,3,3,2019-07-18,1442.925
Flat,9500000,Gulshan-e-Iqbal Town,24.908308,67.07207,3,3,2019-07-18,1442.925
Flat,20000000,DHA Defence,24.803643,67.074094,3,3,2019-07-18,1742.4
House,12000000,Gadap Town,25.015331,67.126094,3,2,2019-07-18,1306.8
House,85000000,DHA Defence,24.810265,67.043552,6,6,2018-08-20,5445.0
House,75000000,DHA Defence,24.824093,67.061405,6,6,2018-08-20,6534.0
Flat,7000000,DHA Defence,24.810265,67.043552,3,3,2018-08-20,1388.475
Flat,15000000,DHA Defence,24.810265,67.043552,3,3,2018-08-20,2069.1
Flat,14000000,Clifton,24.813927,67.01261,3,3,2018-08-20,2069.1
Flat,21000000,Civil Lines,24.84567,67.030077,3,3,2019-07-18,1878.525
Flat,4500000,Federal B Area,24.92863,67.064466,2,2,2019-07-18,1034.55
House,27500000,Malir,24.892198,67.173829,7,7,2019-07-18,2613.6
Flat,3300000,North Nazimabad,24.961243,67.05601,2,2,2019-07-18,816.75
House,130000000,DHA Defence,24.805045,67.064323,5,5,2019-07-18,5445.0
Flat,7900000,Gadap Town,25.017951,67.136393,3,3,2019-07-18,2150.775
House,160000000,DHA Defence,24.810265,67.043552,7,5,2019-07-18,11979.000000000002
Flat,16000000,DHA Defence,24.798481,67.045715,4,4,2019-07-18,2123.5499999999997
Upper Portion,7700000,Nazimabad,24.91493,67.026644,3,3,2019-07-18,1442.925
Flat,31000000,Scheme 33,24.987111,67.185563,5,5,2019-07-18,3021.975
House,6000000,New Karachi,25.004495,67.055268,4,4,2019-07-18,871.2
Flat,3230000,PAF Housing Scheme,24.953678,67.18116,2,2,2019-07-18,1415.7
Flat,4500000,Gulistan-e-Jauhar,24.913179,67.121959,2,2,2019-07-18,816.75
Flat,3230000,Fazaia Housing Scheme,25.05711,67.480417,2,2,2019-07-18,1415.7
House,13000000,Gulistan-e-Jauhar,24.926606,67.130384,6,6,2019-07-18,1306.8
Flat,5500000,North Karachi,24.952935,67.066265,2,2,2019-07-18,1197.9
Flat,13000000,Jamshed Town,24.864595,67.066126,4,3,2019-07-18,1306.8
House,110000000,North Nazimabad,24.935635,67.05102,8,8,2019-03-18,8167.5
Upper Portion,4500000,Gulistan-e-Jauhar,24.916185,67.13519,2,4,2019-06-20,816.75
Flat,7200000,Saddar Town,24.876626,67.018219,2,2,2019-06-05,1143.45
Upper Portion,17500000,Nazimabad,24.916721,67.031622,3,3,2019-07-18,2341.35
House,125000000,DHA Defence,24.805045,67.064323,7,6,2019-06-27,5445.0
House,300000000,DHA Defence,24.782215,67.074537,7,6,2019-05-06,10890.0
House,45000000,Gulistan-e-Jauhar,24.923999,67.13414,7,6,2019-06-27,4356.0
Upper Portion,4000000,Jamshed Town,24.864595,67.066126,1,2,2019-07-18,653.4
Flat,7600000,Abid Town,24.957623,67.090866,3,3,2019-07-18,1089.0
House,7200000,North Karachi,25.00341544,67.06402838,5,5,2019-07-18,871.2
House,7200000,North Karachi,25.00315291,67.06440926,5,5,2019-07-18,871.2
Flat,40000000,Cantt,24.90258181,67.12555289,5,3,2019-07-18,3321.45
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25
Flat,4900000,Gadap Town,25.017886,67.138896,2,2,2019-07-18,1361.25
Flat,2200000,Falaknaz Presidency,24.927051,67.173994,2,2,2019-07-18,898.425
Flat,3500000,Gulistan-e-Jauhar,24.90600597,67.1168156,2,2,2019-07-18,1034.55
House,22000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-18,2178.0
House,30000000,North Karachi,24.97645,67.060289,3,3,2019-07-18,2286.9
House,8000000,North Karachi,24.972287,67.066298,4,5,2019-07-18,925.65
House,7000000,Bin Qasim Town,24.836896,67.195783,3,4,2019-07-18,1524.6
House,32500000,Gulistan-e-Jauhar,24.920965,67.122366,6,6,2019-07-18,2613.6
House,18000000,Gulshan-e-Iqbal Town,24.893638,67.051492,6,6,2019-07-18,1089.0
Upper Portion,4450000,Federal B Area,24.945596,67.072513,2,2,2019-07-18,871.2
Flat,14300000,Gulistan-e-Jauhar,24.92218887,67.14599133,6,4,2019-07-18,3267.0
Penthouse,6000000,Jamshed Town,24.86405314,67.07032017,4,2,2019-07-18,980.1
Flat,3900000,Abul Hassan Isphani Road,25.11182,67.206154,2,2,2019-07-18,898.425
House,68000000,Cantt,24.95796967,67.18182373,6,5,2019-06-28,5445.0
House,12000000,Malir,24.884746,67.175362,2,2,2019-07-18,1252.35
House,4200000,Scheme 33,24.938913,67.140593,4,4,2019-07-04,1306.8
House,5500000,Gadap Town,25.040116,67.119813,2,2,2019-07-18,1306.8
Flat,12500000,North Nazimabad,24.933961,67.046642,3,4,2019-07-18,2423.025
Flat,4000000,North Nazimabad,24.929369,67.045226,2,2,2019-07-18,871.2
Upper Portion,13500000,Gulistan-e-Jauhar,24.920965,67.12237,3,3,2019-07-18,2613.6
Flat,3500000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-07-18,789.525
House,2800000,Bin Qasim Town,24.852173,67.289715,2,3,2019-07-18,871.2
Flat,6900000,Gulshan-e-Iqbal Town,24.90827,67.06697,3,3,2019-07-18,1252.35
House,30000000,DHA Defence,24.819653,67.077749,3,2,2019-07-18,1197.9
Flat,21500000,Gulistan-e-Jauhar,24.93145268,67.12974111,4,4,2019-07-18,3375.9
House,31000000,North Nazimabad,24.948943,67.045097,3,3,2019-07-18,2940.3
Flat,5000000,Federal B Area,24.92863,67.064466,2,2,2019-07-18,789.525
House,23500000,Federal B Area,24.922441,67.07363,4,5,2019-07-18,2178.0
House,52500000,Gulshan-e-Iqbal Town,24.923765,67.09852,6,6,2019-07-18,4356.0
House,47000000,Gulistan-e-Jauhar,24.920384,67.129162,6,6,2019-07-18,4356.0
Flat,3000000,Gulistan-e-Jauhar,24.9249,67.173536,2,3,2019-07-18,1524.6
House,5000000,Baldia Town,24.909442,66.96604,5,6,2019-07-18,1306.8
Flat,6200000,Gulistan-e-Jauhar,24.907871,67.115263,3,5,2019-07-18,1306.8
Lower Portion,17500000,Gulistan-e-Jauhar,24.923999,67.13414,3,3,2019-06-28,3267.0
House,47500000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-06-28,3430.35
House,19000000,North Karachi,24.962319,67.074319,8,6,2019-07-18,1306.8
Flat,2800000,Gulistan-e-Jauhar,24.93019,67.13919,2,2,2019-07-18,1143.45
Flat,60000000,DHA Defence,24.752502,67.074019,4,4,2019-06-28,3185.325
House,26000000,Scheme 33,24.964623,67.168558,3,4,2019-07-04,4356.0
Flat,22000000,DHA Defence,24.800643,67.064703,5,5,2019-07-18,1687.95
Flat,15000000,Gulshan-e-Iqbal Town,24.882174,67.067306,2,2,2019-07-18,1361.25
Flat,3800000,North Nazimabad,24.94474,67.0575,2,2,2019-07-18,925.65
House,15800000,Gadap Town,25.022481,67.129082,6,5,2019-07-18,2613.6
House,130000000,Clifton,24.831143,67.026765,4,4,2019-06-29,4900.5
Flat,46000000,DHA Defence,24.751578,67.072125,2,2,2019-06-29,2640.825
Flat,34000000,Clifton,24.813927,67.01261,4,3,2019-06-29,2913.075
Flat,57500000,Bath Island,24.835661,67.028604,4,4,2019-06-29,3620.925
House,54000000,DHA Defence,24.805045,67.064323,4,4,2019-02-17,3267.0
Flat,2000000,Ranchore Line Bazar,24.877254,67.01579,2,2,2019-07-18,843.975
House,95000000,Gulshan-e-Iqbal Town,24.91746,67.087412,7,10,2019-02-17,6534.0
House,42500000,Federal B Area,24.92863,67.064466,4,5,2019-07-18,4356.0
House,11000000,Malir,24.9052,67.187483,5,6,2019-07-18,1306.8
Flat,43000000,Clifton,24.825028,67.031579,4,4,2019-04-06,3021.975
Upper Portion,12000000,Gulistan-e-Jauhar,24.923142,67.134826,3,3,2019-07-18,2178.0
House,35000000,Gulberg Town,24.91884613,67.0736084,6,6,2019-07-18,2613.6
House,10500000,Gulshan-e-Usman Housing Society,24.979744,67.185033,6,6,2019-07-18,1551.825
Upper Portion,3400000,New Karachi,25.004495,67.055268,2,2,2019-07-18,980.1
Flat,9000000,M. A. Jinnah Road,24.855992,67.009472,2,6,2019-07-18,1742.4
Flat,13500000,DHA Defence,24.791955,67.065082,3,3,2019-07-18,1143.45
Flat,8500000,Saddar Town,24.860389,67.027795,3,3,2019-07-18,1824.075
Flat,8000000,Jamshed Town,24.872889,67.03181,2,2,2019-07-18,1197.9
House,75000000,Clifton,24.825028,67.031579,4,4,2019-07-18,3267.0
House,21000000,Scheme 33,24.964623,67.168558,6,6,2019-07-18,2613.6
Flat,4500000,North Nazimabad,24.933144,67.033167,3,4,2019-07-18,980.1
House,65000000,North Nazimabad,24.925361,67.039089,6,6,2019-07-18,5445.0
House,8300000,Gadap Town,25.050147,67.0261,3,3,2019-07-18,1306.8
House,18000000,Gadap Town,25.02991,67.13719,5,4,2019-07-18,2531.925
Upper Portion,30000000,North Nazimabad,24.933144,67.033167,3,3,2019-07-18,1932.975
Flat,9500000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-07-18,1524.6
Flat,12000000,Gulshan-e-Iqbal Town,24.88645596,67.08191872,3,2,2019-07-18,1524.6
Flat,4200000,Federal B Area,24.950499,67.076547,2,2,2019-07-18,980.1
Upper Portion,3200000,North Karachi,24.96572113,67.04862213,2,3,2019-07-18,871.2
Flat,22000000,Cantt,24.937425,67.182856,4,3,2019-07-18,3103.65
House,6000000,Super Highway,24.991426,67.169123,3,5,2019-07-18,1742.4
Flat,2900000,North Karachi,24.981857,67.060118,2,2,2019-07-18,789.525
Flat,3250000,North Karachi,24.972287,67.066298,2,2,2019-07-18,598.95
House,38000000,Gadap Town,25.01795,67.13639,6,5,2019-07-18,6534.0
Flat,4350000,Federal B Area,24.931276,67.074873,1,2,2019-07-18,789.525
Flat,32500000,Khalid Bin Walid Road,24.874922,67.057322,4,4,2019-07-18,2913.075
House,8000000,Gadap Town,25.050147,67.0261,3,4,2019-07-18,2613.6
House,5000000,Scheme 33,24.985251,67.120382,3,2,2019-07-18,1306.8
House,89000000,DHA Defence,24.805045,67.064323,5,5,2019-02-17,5445.0
Upper Portion,6800000,Gulberg Town,24.928163,67.064295,3,3,2019-07-18,1579.05
House,17500000,Gulshan-e-Iqbal Town,24.95618,67.115135,4,4,2019-07-18,1633.5
Flat,6000000,North Nazimabad,24.949176,67.051578,2,2,2019-07-18,1089.0
Flat,2500000,North Nazimabad,24.95412394,67.04612598,1,1,2019-07-18,490.05
Flat,18000000,DHA Defence,24.79913106,67.05774397,3,3,2019-07-18,2178.0
Flat,7400000,Gulshan-e-Iqbal Town,24.908308,67.07207,3,5,2019-07-18,1524.6
House,95000000,Gulshan-e-Iqbal Town,24.90829397,67.09172219,9,6,2019-07-18,9801.0
Flat,2500000,North Nazimabad,24.95414947,67.04617292,1,1,2019-07-18,490.05
Flat,6500000,North Karachi,24.969758,67.072692,2,2,2019-07-04,1524.6
House,12500000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,2994.75
Flat,2900000,Gadap Town,25.015331,67.126094,2,2,2019-07-18,4464.9
House,8500000,Korangi,24.832078,67.129869,4,4,2019-07-18,1306.8
House,25000000,Malir,24.9052,67.187483,5,11,2019-07-18,3049.2
Flat,4500000,Tariq Road,24.871155,67.059571,2,2,2019-07-18,1143.45
Flat,1225000,Korangi,24.82513818,67.10856713,1,1,2019-07-18,435.6
Flat,6500000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-18,1197.9
House,6642000,Northern Bypass,24.998544,66.948023,3,3,2019-05-06,1361.25
House,12500000,Northern Bypass,24.998544,66.948023,5,4,2019-05-06,2994.75
Flat,4090000,Fazaia Housing Scheme,25.07588167,67.10603714,2,2,2019-05-06,1551.825
Flat,4797000,Fazaia Housing Scheme,25.07588167,67.10603714,4,3,2019-05-06,1824.075
Flat,5136000,Fazaia Housing Scheme,25.05711,67.480417,4,3,2019-05-06,1932.975
House,4000000,Bin Qasim Town,24.852173,67.289715,2,2,2019-07-18,1306.8
Flat,4666000,Fazaia Housing Scheme,25.03738415,67.13624954,2,2,2019-05-06,1579.05
Flat,10100000,Fazaia Housing Scheme,25.03741331,67.13616371,5,4,2019-05-06,3403.125
Flat,3763000,Northern Bypass,25.07588167,67.10603714,2,2,2019-05-06,1415.7
Flat,4090000,Northern Bypass,25.07576,67.105412,2,2,2019-05-06,1551.825
Flat,5136000,Fazaia Housing Scheme,25.0776144,67.10668044,4,3,2019-05-06,1932.975
Flat,4666000,Fazaia Housing Scheme,25.03734527,67.13618517,2,2,2019-05-06,1579.05
Flat,10100000,Northern Bypass,25.07576,67.105412,5,4,2019-05-06,3403.125
Flat,7960000,Northern Bypass,25.03742409,67.13621521,4,3,2019-05-06,2668.05
Flat,5500000,Gulistan-e-Jauhar,24.920965,67.122366,2,2,2019-07-18,4083.75
Upper Portion,35000000,North Nazimabad,24.98336,67.063835,3,3,2019-07-18,3267.0
Flat,11000000,Gulistan-e-Jauhar,24.939171,67.15611,2,2,2019-07-18,1824.075
House,14500000,Azam Town,24.84580352,67.07433879,5,6,2019-07-18,1306.8
House,30000000,Scheme 33,24.961598,67.119672,4,4,2019-07-18,4356.0
Flat,10000000,Clifton,24.825028,67.031579,2,2,2019-07-18,871.2
Flat,13000000,Garden West,24.873806,67.016224,3,3,2019-07-18,2123.5499999999997
House,4000000,Korangi,24.83179,67.12489,2,3,2019-07-18,653.4
Flat,9000000,Gulshan-e-Iqbal Town,24.92754,67.104406,3,3,2019-07-18,1388.475
House,50000000,Gulistan-e-Jauhar,24.923999,67.13414,7,6,2019-06-27,4356.0
House,33500000,Gulshan-e-Iqbal Town,24.919484,67.089765,9,9,2019-07-18,2613.6
Flat,3200000,Abul Hassan Isphani Road,24.941817,67.098056,2,4,2019-07-18,1279.575
House,5500000,Delhi Colony,24.831727,67.043931,3,3,2019-07-18,1960.2
House,7500000,Gadap Town,25.004868,67.0411,2,2,2019-07-18,1306.8
Penthouse,3700000,Airport,24.902397,67.159803,3,3,2019-07-18,1306.8
House,18000000,Gadap Town,25.02991,67.13719,5,4,2019-07-18,2722.5
Flat,7700000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-07-18,1824.075
Flat,12500000,Clifton,24.817121,66.998363,3,3,2019-07-18,1687.95
Flat,4500000,Federal B Area,24.926606,67.067707,1,2,2019-07-18,816.75
House,11500000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-06-27,2178.0
House,9800000,Bahria Town Karachi,25.006938,67.308037,3,3,2019-07-04,1660.725
House,12000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-07-18,1742.4
Flat,36000000,Clifton,24.810927,67.024019,3,3,2019-07-18,2286.9
House,26000000,Gulistan-e-Jauhar,24.962875,67.167108,10,11,2019-07-18,2613.6
Flat,1875000,North Nazimabad,24.964895,67.066877,1,2,2019-07-18,707.85
Flat,30000000,Shaheed Millat Road,24.87902976,67.06547141,4,4,2019-07-18,3021.975
Flat,2650000,Nazimabad,24.905355,67.036085,1,1,2019-07-18,462.825
Flat,44500000,Bath Island,24.834151,67.030529,4,3,2019-06-29,3021.975
Flat,3000000,North Karachi,24.972287,67.066298,2,3,2019-07-18,898.425
Flat,9000000,North Nazimabad,24.933144,67.033167,2,2,2019-07-18,1279.575
Flat,3000000,North Karachi,24.965828,67.062514,2,2,2019-07-18,1034.55
Flat,3000000,Federal B Area,24.937736,67.080152,1,2,2019-07-18,762.3
Flat,8000000,DHA Defence,24.798481,67.045716,2,2,2019-07-18,1089.0
Flat,7500000,DHA Defence,24.834337,67.055397,2,2,2018-08-20,1143.45
House,9000000,Saima Luxury Homes,24.859036,67.144243,3,3,2019-07-18,1742.4
House,85000000,Falcon Complex Faisal,24.865828,67.088388,5,4,2019-06-05,3811.5
Flat,4090000,Fazaia Housing Scheme,25.07588167,67.10603714,2,2,2019-05-06,1551.825
Flat,4770000,Fazaia Housing Scheme,25.07588167,67.10603714,4,3,2019-05-06,1824.075
Flat,5136000,Fazaia Housing Scheme,25.07588167,67.10603714,4,3,2019-05-06,1932.975
House,55000000,DHA Defence,24.805045,67.064323,6,4,2019-07-04,3267.0
Flat,4666000,Fazaia Housing Scheme,25.07588167,67.10603714,2,2,2019-05-06,1579.05
Flat,10100000,Fazaia Housing Scheme,25.05711,67.480417,4,4,2019-05-06,3403.125
House,9205000,Northern Bypass,25.07576,67.105412,4,3,2019-05-06,2994.75
House,9500000,North Karachi,24.969758,67.072692,2,5,2019-07-18,1007.325
House,150000000,North Nazimabad,24.942561,67.042007,8,6,2019-07-18,9801.0
Flat,20000000,Gulshan-e-Iqbal Town,24.882174,67.06731,3,3,2019-07-18,2069.1
Flat,10500000,DHA Defence,24.808629,67.038095,3,3,2019-07-18,1143.45
Flat,9900000,Gulshan-e-Iqbal Town,24.916643,67.096539,3,3,2019-07-18,1878.525
House,58500000,Malir,24.95649147,67.21858978,5,4,2019-07-18,3811.5
Flat,2300000,Rabia City,24.907814,67.132983,2,2,2019-07-18,898.425
House,8000000,North Karachi,72.61033712,57.83965409,4,4,2019-07-18,871.2
Flat,5200000,North Karachi,24.972287,67.066298,3,3,2019-07-18,1524.6
House,30000000,Gulistan-e-Jauhar,24.916185,67.13519,3,6,2019-07-18,4356.0
Flat,12500000,Shaheed Millat Road,24.876976,67.069237,3,3,2019-07-18,2722.5
Flat,1750000,Liaquatabad,24.903253,67.052279,2,2,2019-07-18,490.05
House,42500000,Gulistan-e-Jauhar,24.926606,67.130384,5,5,2019-07-18,2885.85
Flat,4500000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-07-18,1633.5
House,12000000,Saima Luxury Homes,24.859036,67.144243,3,4,2019-07-18,2613.6
Flat,30000000,Shaheed Millat Road,24.8788643,67.06555724,5,4,2019-07-18,3267.0
