property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft,price_per_sqft,affordability_years,estimated_price_2026,affordability_years_2026,affordability_change,market_tier,price_per_marla,Month_Year
Flat,9500000,Cantt,24.920751,67.178494,2,3,2019-02-17,1824.075,5208.119183695846,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Elite,1417910.447761194,2019-02
House,14500000,Scheme 33,24.998505,67.130242,4,4,2019-06-05,4356.0,3328.7419651056016,54.92424242424242,35249500.0,68.31298449612403,13.388742071881609,Upper Middle,906250.0,2019-06
House,97000000,Navy Housing Scheme Karsaz,24.895177,67.104263,6,5,2019-06-05,3811.5,25449.298176570905,367.42424242424244,235807000.0,456.9903100775194,89.56606765327695,Upper Middle,6928571.428571428,2019-06
House,100000000,Cantt,24.899769,67.120412,6,5,2019-07-01,5445.0,18365.472910927456,378.7878787878788,243100000.0,471.1240310077519,92.3361522198731,Elite,5000000.0,2019-07
House,8000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-30,2178.0,3673.094582185491,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Upper Middle,1000000.0,2019-06
Flat,4800000,Bahria Town Karachi,24.86551,67.056105,2,2,2019-06-27,1143.45,4197.822379640561,18.181818181818183,11668800.0,22.613953488372093,4.43213530655391,Upper Middle,1142857.1428571427,2019-06
Flat,3650000,Gadap Town,25.004868,67.0411,2,2,2019-07-18,898.425,4062.665219690013,13.825757575757576,8873150.0,17.196027131782945,3.3702695560253684,Affordable,1106060.6060606062,2019-07
House,16000000,North Karachi,24.97466,67.054667,5,5,2019-07-18,1306.8,12243.648607284971,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Middle Class,3333333.3333333335,2019-07
Flat,11000000,DHA Defence,24.798481,67.045716,3,3,2019-06-14,1388.475,7922.360863537335,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Elite,2156862.7450980395,2019-06
Flat,4050000,Gulshan-e-Iqbal Town,24.926813,67.087204,2,2,2019-07-18,898.425,4507.888805409467,15.340909090909092,9845550.0,19.080523255813954,3.7396141649048626,Middle Class,1227272.7272727273,2019-07
House,14500000,Bahria Town Karachi,25.00574,67.316385,4,4,2019-06-27,3811.5,3804.276531549259,54.92424242424242,35249500.0,68.31298449612403,13.388742071881609,Upper Middle,1035714.2857142857,2019-06
Flat,4700000,Federal B Area,24.926606,67.067707,2,3,2019-07-18,9801.0,479.542903785328,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Middle Class,130555.55555555556,2019-07
Flat,4666000,Fazaia Housing Scheme,25.05711,67.480417,2,2,2019-05-06,1579.05,2954.9412621512934,17.674242424242426,11343046.0,21.982647286821706,4.30840486257928,Other,804482.7586206896,2019-05
Flat,7960000,Fazaia Housing Scheme,25.03753644,67.13609934,4,3,2019-05-06,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2019-05
Flat,10100000,Fazaia Housing Scheme,25.03749108,67.1361208,5,4,2019-05-06,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-05
House,6642000,Northern Bypass,25.07576,67.105412,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
Penthouse,12200000,Nazimabad,24.906134,67.023983,3,3,2019-04-09,1442.925,8455.047906162828,46.21212121212121,29658200.0,57.47713178294573,11.265010570824522,Middle Class,2301886.7924528304,2019-04
House,15000000,Gulistan-e-Jauhar,24.913179,67.121959,5,6,2019-07-18,1633.5,9182.736455463728,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Middle Class,2500000.0,2019-07
House,155000000,DHA Defence,24.810265,67.043552,5,5,2019-06-14,7078.5,21897.294624567352,587.1212121212121,376805000.0,730.2422480620155,143.12103594080338,Elite,5961538.461538462,2019-06
House,135000000,DHA Defence,24.810265,67.043552,7,7,2019-06-14,7078.5,19071.837253655434,511.3636363636364,328185000.0,636.0174418604652,124.6538054968288,Elite,5192307.692307692,2019-06
Flat,3300000,Gulistan-e-Jauhar,24.91793323,67.13307917,2,2,2019-07-18,517.275,6379.585326953748,12.5,8022300.0,15.547093023255814,3.0470930232558135,Middle Class,1736842.105263158,2019-07
Flat,3700000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-18,1089.0,3397.6124885215795,14.015151515151516,8994700.0,17.43158914728682,3.416437632135306,Middle Class,925000.0,2019-07
Flat,6000000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-18,1089.0,5509.641873278237,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Middle Class,1500000.0,2019-07
House,16000000,Gulistan-e-Jauhar,24.907822,67.129209,5,5,2019-07-18,1905.75,8395.644759281124,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Middle Class,2285714.285714286,2019-07
Flat,2600000,Gulistan-e-Jauhar,24.912026,67.130733,1,1,2019-07-18,598.95,4340.929960764671,9.848484848484848,6320600.0,12.24922480620155,2.400739957716702,Middle Class,1181818.1818181816,2019-07
Upper Portion,14500000,Gulistan-e-Jauhar,24.920384,67.129162,3,3,2019-07-18,2613.6,5547.903275176002,54.92424242424242,35249500.0,68.31298449612403,13.388742071881609,Middle Class,1510416.6666666667,2019-07
Flat,6000000,Gulshan-e-Iqbal Town,24.908308,67.07207,2,2,2019-07-18,1089.0,5509.641873278237,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Middle Class,1500000.0,2019-07
House,6500000,P & T Colony,24.826386,67.045677,2,2,2019-07-18,871.2,7460.973370064279,24.62121212121212,15801500.0,30.623062015503876,6.001849894291755,Other,2031250.0,2019-07
Flat,50000000,Sea View Apartments,24.791838,67.044668,3,3,2019-05-09,2776.95,18005.365598948487,189.3939393939394,121550000.0,235.56201550387595,46.16807610993655,Other,4901960.784313726,2019-05
House,92500000,Navy Housing Scheme Karsaz,24.893299,67.103462,6,5,2019-06-14,3811.5,24268.660632296996,350.3787878787879,224867500.0,435.78972868217056,85.41094080338269,Upper Middle,6607142.857142857,2019-06
House,3900000,Baldia Town,24.906445,66.969265,4,4,2019-07-18,598.95,6511.394941147007,14.772727272727273,9480900.0,18.373837209302327,3.601109936575053,Affordable,1772727.2727272725,2019-07
House,21000000,Scheme 33,24.954818,67.11663,4,4,2019-04-06,1306.8,16069.788797061525,79.54545454545455,51051000.0,98.93604651162791,19.39059196617336,Upper Middle,4375000.0,2019-04
Flat,8500000,North Nazimabad,24.925362,67.039085,2,2,2019-01-18,1306.8,6504.438322620141,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1770833.3333333335,2019-01
Flat,12900000,DHA Defence,24.810265,67.043552,3,3,2019-06-20,1742.4,7403.581267217631,48.86363636363637,31359900.0,60.775,11.911363636363632,Elite,2015625.0,2019-06
Flat,6200000,Gulistan-e-Jauhar,24.912026,67.130733,3,3,2018-10-20,1633.5,3795.531068258341,23.484848484848484,15072200.0,29.20968992248062,5.724841437632136,Middle Class,1033333.3333333334,2018-10
House,24000000,Federal B Area,24.945596,67.072513,4,5,2019-07-18,1306.8,18365.472910927456,90.9090909090909,58344000.0,113.06976744186046,22.160676532769557,Middle Class,5000000.0,2019-07
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
House,130000000,DHA Defence,24.810265,67.043552,6,6,2019-03-19,5445.0,23875.114784205693,492.42424242424244,316030000.0,612.4612403100775,120.03699788583509,Elite,6500000.0,2019-03
House,85000000,DHA Defence,24.821639,67.071691,5,5,2019-03-19,5445.0,15610.651974288337,321.969696969697,206635000.0,400.45542635658916,78.48572938689216,Elite,4250000.0,2019-03
House,12500000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
Flat,17500000,North Nazimabad,24.936064,67.036125,3,3,2019-06-27,2069.1,8457.783577400804,66.28787878787878,42542500.0,82.44670542635659,16.158826638477805,Middle Class,2302631.5789473685,2019-06
House,120000000,DHA Defence,24.834337,67.055397,6,6,2019-03-19,10890.0,11019.283746556473,454.54545454545456,291720000.0,565.3488372093024,110.8033826638478,Elite,3000000.0,2019-03
House,150000000,DHA Defence,24.78487755,67.06479046,6,6,2019-01-17,10890.0,13774.104683195592,568.1818181818181,364650000.0,706.6860465116279,138.50422832980973,Elite,3750000.0,2019-01
Flat,4666000,Fazaia Housing Scheme,25.03738739,67.1361959,2,2,2019-05-06,1579.05,2954.9412621512934,17.674242424242426,11343046.0,21.982647286821706,4.30840486257928,Other,804482.7586206896,2019-05
Flat,7960000,Fazaia Housing Scheme,25.03727074,67.13614225,4,3,2019-05-06,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2019-05
Flat,10100000,Fazaia Housing Scheme,25.03735777,67.13623881,5,4,2019-05-06,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-05
Flat,3763000,Fazaia Housing Scheme,25.07588167,67.10603714,2,2,2019-05-06,1415.7,2658.049021685385,14.253787878787879,9147853.0,17.728397286821707,3.474609408033828,Other,723653.8461538461,2019-05
Flat,4090000,Fazaia Housing Scheme,25.05711,67.480417,2,2,2019-05-06,1551.825,2635.6064633576593,15.492424242424242,9942790.0,19.268972868217055,3.776548625792813,Other,717543.8596491228,2019-05
Flat,4797000,Fazaia Housing Scheme,25.07570748,67.10568718,4,3,2019-05-06,1824.075,2629.826076230418,18.170454545454547,11661507.0,22.59981976744186,4.4293652219873145,Other,715970.1492537314,2019-05
Flat,5136000,Fazaia Housing Scheme,25.05711,67.480417,4,3,2019-05-06,1932.975,2657.044193535871,19.454545454545453,12485616.0,24.196930232558138,4.742384778012685,Other,723380.2816901408,2019-05
Flat,10100000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-05
Flat,4666000,Fazaia Housing Scheme,25.03740683,67.13616371,2,2,2019-05-06,1579.05,2954.9412621512934,17.674242424242426,11343046.0,21.982647286821706,4.30840486257928,Other,804482.7586206896,2019-05
Flat,7960000,Fazaia Housing Scheme,25.05711,67.480417,4,3,2019-05-06,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2019-05
Flat,10100000,Fazaia Housing Scheme,25.05711,67.480417,5,4,2019-05-06,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-05
Flat,3763000,Fazaia Housing Scheme,25.07588167,67.10603714,2,2,2019-05-06,1415.7,2658.049021685385,14.253787878787879,9147853.0,17.728397286821707,3.474609408033828,Other,723653.8461538461,2019-05
Flat,4090000,Fazaia Housing Scheme,25.07766684,67.10685719,2,2,2019-05-06,1551.825,2635.6064633576593,15.492424242424242,9942790.0,19.268972868217055,3.776548625792813,Other,717543.8596491228,2019-05
Flat,4797000,Fazaia Housing Scheme,25.05711,67.480417,4,3,2019-05-06,1824.075,2629.826076230418,18.170454545454547,11661507.0,22.59981976744186,4.4293652219873145,Other,715970.1492537314,2019-05
Flat,5136000,Northern Bypass,25.07576,67.105412,4,3,2019-05-06,1932.975,2657.044193535871,19.454545454545453,12485616.0,24.196930232558138,4.742384778012685,Other,723380.2816901408,2019-05
House,115000000,DHA Defence,24.810265,67.043552,7,6,2019-06-14,5445.0,21120.293847566576,435.6060606060606,279565000.0,541.7926356589147,106.1865750528541,Elite,5750000.0,2019-06
House,7500000,Bahria Town Karachi,25.065275,67.313384,3,3,2019-06-27,1361.25,5509.641873278237,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Upper Middle,1500000.0,2019-06
Flat,4800000,Bahria Town Karachi,24.86551,67.056105,2,2,2019-06-27,1143.45,4197.822379640561,18.181818181818183,11668800.0,22.613953488372093,4.43213530655391,Upper Middle,1142857.1428571427,2019-06
Flat,2200000,Malir,24.89321,67.195473,1,1,2019-07-18,490.05,4489.337822671156,8.333333333333334,5348200.0,10.364728682170542,2.031395348837208,Affordable,1222222.2222222222,2019-07
House,135000000,DHA Defence,24.810265,67.043552,6,5,2019-06-14,5445.0,24793.388429752067,511.3636363636364,328185000.0,636.0174418604652,124.6538054968288,Elite,6750000.0,2019-06
House,135000000,DHA Defence,24.810265,67.043552,5,5,2019-06-14,7078.5,19071.837253655434,511.3636363636364,328185000.0,636.0174418604652,124.6538054968288,Elite,5192307.692307692,2019-06
House,65000000,DHA Defence,24.821639,67.071691,5,5,2019-06-14,3267.0,19895.928986838077,246.21212121212122,158015000.0,306.23062015503876,60.018498942917546,Elite,5416666.666666667,2019-06
House,155000000,DHA Defence,24.805045,67.064323,5,5,2019-06-14,6534.0,23722.06917661463,587.1212121212121,376805000.0,730.2422480620155,143.12103594080338,Elite,6458333.333333333,2019-06
House,140000000,DHA Defence,24.810265,67.043552,5,5,2019-06-14,5445.0,25711.662075298438,530.3030303030303,340340000.0,659.5736434108527,129.27061310782244,Elite,7000000.0,2019-06
House,110000000,DHA Defence,24.819653,67.077749,5,5,2019-06-14,5445.0,20202.0202020202,416.6666666666667,267410000.0,518.2364341085271,101.56976744186039,Elite,5500000.0,2019-06
House,105000000,DHA Defence,24.819653,67.077749,5,5,2019-06-14,5445.0,19283.74655647383,397.72727272727275,255255000.0,494.68023255813955,96.9529598308668,Elite,5250000.0,2019-06
House,17500000,Bahria Town Karachi,25.00574,67.316385,4,4,2019-06-28,3811.5,4591.368227731864,66.28787878787878,42542500.0,82.44670542635659,16.158826638477805,Upper Middle,1250000.0,2019-06
House,77500000,DHA Defence,24.805045,67.064323,5,5,2019-03-19,5445.0,14233.24150596878,293.56060606060606,188402500.0,365.12112403100775,71.56051797040169,Elite,3875000.0,2019-03
House,125000000,DHA Defence,24.810265,67.043552,5,5,2019-03-19,5445.0,22956.84113865932,473.4848484848485,303875000.0,588.9050387596899,115.42019027484139,Elite,6250000.0,2019-03
House,170000000,DHA Defence,24.834337,67.055397,7,6,2019-03-19,10890.0,15610.651974288337,643.939393939394,413270000.0,800.9108527131783,156.97145877378432,Elite,4250000.0,2019-03
House,135000000,DHA Defence,24.79025011,67.08085723,7,6,2019-03-18,5445.0,24793.388429752067,511.3636363636364,328185000.0,636.0174418604652,124.6538054968288,Elite,6750000.0,2019-03
Flat,14500000,Gulistan-e-Jauhar,24.924636,67.141903,6,4,2019-06-16,3267.0,4438.3226201408015,54.92424242424242,35249500.0,68.31298449612403,13.388742071881609,Middle Class,1208333.3333333333,2019-06
Flat,40000000,Cantt,24.84831392,67.04286965,3,3,2019-07-18,2668.05,14992.222784430576,151.5151515151515,97240000.0,188.4496124031008,36.934460887949285,Elite,4081632.653061224,2019-07
House,102500000,DHA Defence,24.810265,67.043552,6,6,2019-05-06,5445.0,18824.609733700643,388.25757575757575,249177500.0,482.90213178294573,94.64455602536998,Elite,5125000.0,2019-05
House,6642000,Northern Bypass,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
House,9205000,Northern Bypass,25.07576,67.105412,4,3,2019-05-06,2994.75,3073.712329910677,34.86742424242424,22377355.0,43.36696705426357,8.499542811839326,Other,836818.1818181818,2019-05
House,12500000,Northern Bypass,25.07576,67.105412,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
House,16500000,Gulistan-e-Jauhar,24.923999,67.13414,6,6,2019-07-18,1824.075,9045.680687471731,62.5,40111500.0,77.73546511627907,15.235465116279073,Middle Class,2462686.567164179,2019-07
Flat,6600000,Nazimabad,24.90171572,67.02713728,2,2,2019-07-18,1279.575,5157.962604771115,25.0,16044600.0,31.094186046511627,6.094186046511627,Middle Class,1404255.319148936,2019-07
House,150000000,Zamzama,24.823782,67.039905,6,5,2019-06-07,3811.5,39354.58480913026,568.1818181818181,364650000.0,706.6860465116279,138.50422832980973,Other,10714285.714285715,2019-06
House,3500000,Northern Bypass,25.07576,67.105415,3,3,2019-02-17,1361.25,2571.166207529844,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Other,700000.0,2019-02
House,14000000,Federal B Area,24.929992,67.054489,3,6,2019-07-10,1306.8,10713.19253137435,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Middle Class,2916666.666666667,2019-07
House,11500000,Bahria Town Karachi,25.071948,67.338656,3,3,2019-06-28,2178.0,5280.073461891644,43.56060606060606,27956500.0,54.179263565891475,10.618657505285412,Upper Middle,1437500.0,2019-06
Flat,17000000,Jamshed Town,24.861596,67.05471,3,3,2019-06-30,1932.975,8794.733506641318,64.39393939393939,41327000.0,80.09108527131782,15.697145877378432,Middle Class,2394366.1971830986,2019-06
Flat,7500000,Gulshan-e-Iqbal Town,24.91746,67.087412,3,3,2019-06-07,1361.25,5509.641873278237,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,1500000.0,2019-06
Flat,4500000,Gulistan-e-Jauhar,24.916185,67.135196,2,2,2018-10-20,1034.55,4349.717268377555,17.045454545454547,10939500.0,21.200581395348838,4.155126849894291,Middle Class,1184210.5263157894,2018-10
Flat,2500000,Gulistan-e-Jauhar,24.916185,67.135196,1,1,2019-07-18,544.5,4591.368227731864,9.469696969696969,6077500.0,11.7781007751938,2.3084038054968303,Middle Class,1250000.0,2019-07
Penthouse,10500000,Gulshan-e-Iqbal Town,24.898465,67.0625,2,3,2019-01-18,2123.55,4944.550399095853,39.77272727272727,25525500.0,49.468023255813954,9.69529598308668,Middle Class,1346153.846153846,2019-01
Flat,4666000,Fazaia Housing Scheme,25.03745868,67.13618517,2,2,2019-05-06,1579.05,2954.9412621512934,17.674242424242426,11343046.0,21.982647286821706,4.30840486257928,Other,804482.7586206896,2019-05
Flat,7960000,Fazaia Housing Scheme,25.05711,67.480417,4,3,2019-05-06,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2019-05
Flat,10100000,Fazaia Housing Scheme,25.05711,67.480417,5,4,2019-05-06,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-05
Flat,3763000,Fazaia Housing Scheme,25.07588167,67.10603714,2,2,2019-05-06,1415.7,2658.049021685385,14.253787878787879,9147853.0,17.728397286821707,3.474609408033828,Other,723653.8461538461,2019-05
Flat,4090000,Fazaia Housing Scheme,25.07588167,67.10603714,2,2,2019-05-06,1551.825,2635.6064633576593,15.492424242424242,9942790.0,19.268972868217055,3.776548625792813,Other,717543.8596491228,2019-05
Flat,4797000,Fazaia Housing Scheme,25.07588167,67.10603714,4,3,2019-05-06,1824.075,2629.826076230418,18.170454545454547,11661507.0,22.59981976744186,4.4293652219873145,Other,715970.1492537314,2019-05
